Key,Administration,Party,Department,Name,LastName,ServiceStart,ServiceEnd,DeptScandalFlag,ScandalFlag,ScandalDesc,EduDesc,Bachelors,Masters,MD,Law,Doctorate,MilitaryService,MilitaryDatesServed,MilitaryBranch,Gender,ForeignBorn,Minority,DiedOffice,SenateVotesFor,SenateVotesAgainst,NotesDiscrepancies
541,Truman,Democrat,Attorney General,J. Howard McGrath,McGrath,9/19/1949,4/3/1952,,,,Providence College (PHB); Boston University Law School (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
542,Truman,Democrat,Attorney General,James P. McGranery,McGranery,4/3/1952,1/20/1953,,,,Temple University Law School (grad.),,,,1,,adj.,World War I,Air Force,1,0,0,0,52,18,
543,Truman,Democrat,Postmaster General,Frank C. Walker,Walker,4/12/1945,7/1/1945,,,,Gonzaga University; Notre Dame (grad.),,,,1,,1st lt.,World War I,Army,1,0,0,0,nr,nr,
544,Truman,Democrat,Postmaster General,Robert E. Hannegan,Hannegan,7/1/1945,9/16/1947,,,,Saint Louis University Law School (LLB),,,,1,,,,,1,0,0,0,60,2,
545,Truman,Democrat,Postmaster General,Jesse M. Donaldson,Donaldson,2/7/1948,1/20/1953,,,,Teacher's Normal College; Sparks Business College,,,,,,,,,1,0,0,0,nr,nr,
546,Truman,Democrat,Secretary of the Interior,Harold L. Ickes,Ickes,4/12/1945,2/12/1946,,,,"University of Chicago (BA, law deg.)",1,,,1,,,,,1,0,0,0,nr,nr,
547,Truman,Democrat,Secretary of the Interior,Julius A. Krug,Krug,3/6/1946,11/25/1949,,,,"University of Wisconsin, Madison (BA, MA)",1,1,,,,,,,1,0,0,0,nr,nr,
548,Truman,Democrat,Secretary of the Interior,Oscar L. Chapman,Chapman,11/25/1949,1/20/1953,,,,University of Denver; University of New Mexico; Westminster Law School (grad.),1,,,1,,pharm. mate,World War I,Navy,1,0,0,0,nr,nr,
549,Truman,Democrat,Secretary of Agriculture,Claude R. Wickard,Wickard,4/12/1945,5/22/1945,,,,Purdue University (grad.),1,,,,,,,,1,0,0,0,nr,nr,
550,Truman,Democrat,Secretary of Agriculture,Clinton P. Anderson,Anderson,6/1/1945,5/10/1948,,,,"Dakota Wesleyan University; University of Michigan, Ann Arbor",,,,,,,,,1,0,0,0,nr,nr,
551,Truman,Democrat,Secretary of Agriculture,Charles F. Brannan,Brannan,5/28/1948,1/20/1953,,,,Regis University; University of Denver Law (LLB),1,,,1,,,,,1,0,0,0,nr,nr,
552,Truman,Democrat,Secretary of Commerce,Henry A. Wallace,Wallace,4/12/1945,9/20/1946,,,,Iowa State University (grad.),1,,,,,,,,1,0,0,0,nr,nr,
553,Truman,Democrat,Secretary of Commerce,W. Averell Harriman,Harriman,9/20/1946,4/21/1948,,,,Yale University (BA),1,,,,,,,,1,0,0,0,nr,nr,
554,Truman,Democrat,Secretary of Commerce,Charles Sawyer,Sawyer,5/5/1948,1/20/1953,,,,Oberlin College (grad.); University of Cincinnati College of Law (grad.),1,,,1,,maj.,World War I,Army,1,0,0,0,nr,nr,
555,Truman,Democrat,Secretary of Labor,Frances Perkins,Perkins,4/12/1945,7/1/1945,,,,Mount Holyoke College (BS); Columbia University (MA); University of Pennsylvania,1,1,,,,,,,0,0,0,0,nr,nr,Columbia not listed in Sobel et al.
556,Truman,Democrat,Secretary of Labor,Lewis B. Schwellenbach,Schwellenbach,7/1/1945,6/10/1948,,,,"University of Washington, Seattle (law deg.)",,,,1,,cpl.,World War I,Army,1,0,0,1,nr,nr,
557,Truman,Democrat,Secretary of Labor,Maurice J. Tobin,Tobin,8/11/1948,1/20/1953,,,,Boston College,,,,,,,,,1,0,0,0,nr,nr,
558,Eisenhower,Republican,President,Dwight D. Eisenhower,Eisenhower,1/20/1953,1/20/1961,,,,United States Military Academy (BS),1,,,,,chief of staff,1915-1948,Army,1,0,0,0,eo,eo,
559,Eisenhower,Republican,Vice President,Richard Nixon,Nixon,1/20/1953,1/20/1961,1,1,"Checkers Speech, Chief of Staff refusal to testify",Whittier College (BA); Duke University (JD),1,,,1,,lt. (jg),World War II,Navy,1,0,0,0,eo,eo,
560,Eisenhower,Republican,Secretary of State,John Foster Dulles,Dulles,1/21/1953,4/22/1959,,,,Princeton University (AB); Sorbonne; George Washington University (JD),1,,,1,,maj.,World War I,Army,1,0,0,0,nr,nr,
561,Eisenhower,Republican,Secretary of State,Christian A. Herter,Herter,4/22/1959,1/20/1961,,,,Harvard University (BA); Columbia University,1,,,,,,,,1,0,0,0,93,0,Columbia University School of Architecture
562,Eisenhower,Republican,Secretary of the Treasury,George M. Humphrey,Humphrey,1/21/1953,5/29/1957,,,,"University of Michigan, Ann Arbor (grad.)",1,,,1,,,,,1,0,0,0,nr,nr,
563,Eisenhower,Republican,Secretary of the Treasury,Robert B. Anderson,Anderson,7/2/1957,1/20/1961,,,,University of Texas (BA),1,,,1,,,,,1,0,0,0,nr,nr,
564,Eisenhower,Republican,Secretary of Defense,Charles E. Wilson,Wilson,1/28/1953,10/9/1957,,,,Carnegie Institute of Technology (grad.),1,,,,,,,,1,0,0,0,77,6,
565,Eisenhower,Republican,Secretary of Defense,Neil H. McElroy,McElroy,10/9/1957,12/1/1959,,,,Harvard University (BA),1,,,,,,,,1,0,0,0,nr,nr,
566,Eisenhower,Republican,Secretary of Defense,Thomas S. Gates Jr.,Gates,12/2/1959,1/20/1961,,,,University of Pennsylvania (BA),1,,,,,"comdr., res.",World War II,Navy,1,0,0,0,nr,nr,
567,Eisenhower,Republican,Attorney General,Herbert Brownell Jr.,Brownell,1/21/1953,10/23/1957,,,,"University of Nebraska, Lincoln (BA); Yale University (LLB)",1,,,1,,,,,1,0,0,0,nr,nr,
568,Eisenhower,Republican,Attorney General,William P. Rogers,Rogers,1/27/1958,1/20/1961,,,,Colgate University (AB); Cornell University Law School (LLB),1,,,1,,lt. cmdr.,World War II,Navy,1,0,0,0,nr,nr,
569,Eisenhower,Republican,Postmaster General,Arthur E. Summerfield,Summerfield,1/21/1953,1/20/1961,,,,no college,,,,,,,,,1,0,0,0,nr,nr,
570,Eisenhower,Republican,Secretary of the Interior,Douglas McKay,McKay,1/21/1953,5/9/1956,,,,Oregon State University (grad.),1,,,,,maj.;maj.,World War I; World War II,Army; Army,1,0,0,0,nr,nr,
571,Eisenhower,Republican,Secretary of the Interior,Frederick A. Seaton,Seaton,6/6/1956,1/20/1961,,,,Kansas State University (grad.),1,,,,,,,,1,0,0,0,nr,nr,
572,Eisenhower,Republican,Secretary of Agriculture,Ezra Taft Benson,Benson,1/21/1953,1/20/1961,,,,Oneida Stake Academy ; Brigham Young University (BS); Iowa State University (MS),1,1,,,,,,,1,0,0,0,nr,nr,
573,Eisenhower,Republican,Secretary of Commerce,Sinclair Weeks,Weeks,1/21/1953,11/13/1958,,,,Harvard University (BA),1,,,,,capt.; lt. col.,World War I; 1918,Army; Militia/National Guard,1,0,0,0,nr,nr,
574,Eisenhower,Republican,Secretary of Commerce,Lewis L. Strauss,Strauss,11/13/1958,6/18/1959,,,,no college,,,,,,rear adm.,World War II,Navy,1,0,0,0,acting,acting,Interim appointee not later confirmed by Senate
575,Eisenhower,Republican,Secretary of Commerce,Frederick H. Mueller,Mueller,8/6/1959,1/20/1961,,,,Michigan State University (BS),1,,,,,,,,1,0,0,0,nr,nr,
576,Eisenhower,Republican,"Secretary of Health, Education, and Welfare",Oveta Culp Hobby,Hobby,4/10/1953,8/1/1955,,,,"University of Mary Hardin; South Texas Law College; University of Texas, Austin",,,,,,maj. (WAAC),World War II,Army,0,0,0,0,nr,nr,
577,Eisenhower,Republican,"Secretary of Health, Education, and Welfare",Marion B. Folsom,Folsom,7/20/1955,7/31/1958,,,,University of Georgia; Harvard University,1,1,,,,capt.,World War I,Army,1,0,0,0,nr,nr,
578,Eisenhower,Republican,"Secretary of Health, Education, and Welfare",Arthur S. Flemming,Flemming,8/9/1958,1/20/1961,,,,Ohio Wesleyan University (AB); American University (MA); George Washington University (LLB),1,1,,1,,,,,1,0,0,0,nr,nr,
579,Eisenhower,Republican,Secretary of Labor,Martin P. Durkin,Durkin,1/21/1953,9/9/1953,,,,no college,,,,,,pvt.,World War I,Army,1,0,0,0,nr,nr,
580,Eisenhower,Republican,Secretary of Labor,James P. Mitchell,Mitchell,1/19/1954,1/20/1961,,,,no college,,,,,,,,,1,0,0,0,nr,nr,
581,Kennedy,Democrat,President,John F. Kennedy,Kennedy,1/20/1961,11/22/1963,,,,Harvard University (BA),1,,,,,lt.,World War II,Navy,1,0,0,0,eo,eo,
582,Kennedy,Democrat,Vice President,Lyndon B. Johnson,Johnson,1/20/1961,11/22/1963,,,,Texas State University (BS); Georgetown University Law School,1,,,,,cmdr.,1941-1948,Navy,1,0,0,0,eo,eo,
583,Kennedy,Democrat,Secretary of State,Dean Rusk,Rusk,1/21/1961,11/22/1963,,,,"Davidson College (BA); Oxford University (BS, MA); University of California, Berkeley Law School",2,1,,1,,infantry res. off.; col.,1931-1941; World War II,Army; Army,1,0,0,0,nr,nr,
584,Kennedy,Democrat,Secretary of the Treasury,C. Douglas Dillon,Dillon,1/21/1961,11/22/1963,,,,Harvard University (AB),1,,,,,,,,1,0,0,0,nr,nr,
585,Kennedy,Democrat,Secretary of Defense,Robert S. McNamara,McNamara,1/21/1961,11/22/1963,,,,"University of California, Berkeley (AB); Harvard University (MBA)",1,1,,,,col.,World War II,Army,1,0,0,0,nr,nr,
586,Kennedy,Democrat,Attorney General,Robert F. Kennedy,Kennedy,1/21/1961,11/22/1963,,,,Harvard University (BA); University of Virginia (LLB),1,,,1,,,,,1,0,0,0,nr,nr,Confirmed on division vote
587,Kennedy,Democrat,Postmaster General,J. Edward Day,Day,1/21/1961,8/9/1963,,,,University of Chicago (AB); Harvard University Law School (LLB),1,,,1,,lt.,World War II,Navy,1,0,0,0,nr,nr,
588,Kennedy,Democrat,Postmaster General,John A. Gronouski Jr.,Gronouski,9/24/1963,11/22/1963,,,,"University of Wisconsin, Madison (BA, MA, PHD)",1,1,,,1,1st lt.,World War II,Army,1,0,0,0,nr,nr,
589,Kennedy,Democrat,Secretary of the Interior,Stewart L. Udall,Udall,1/21/1961,11/22/1963,,,,University of Arizona (LLB),,,,1,,"gunner, army air corps",World War II,Army,1,0,0,0,nr,nr,
590,Kennedy,Democrat,Secretary of Agriculture,Orville L. Freeman,Freeman,1/21/1961,11/22/1963,,,,"University of Minnesota (BA, LLB)",1,,,1,,maj.,World War II,Marines,1,0,0,0,nr,nr,
591,Kennedy,Democrat,Secretary of Commerce,Luther H. Hodges,Hodges,1/21/1961,11/22/1963,,,,"University of North Carolina, Chapel Hill (BA)",1,,,,,2d lt.,1919,Army,1,0,0,0,nr,nr,
592,Kennedy,Democrat,Secretary of Labor,Arthur J. Goldberg,Goldberg,1/21/1961,9/25/1963,,,,"Crane College; DePaul University; Northwestern University (BSL, JD)",1,,,1,,,,,1,0,0,0,nr,nr,
593,Kennedy,Democrat,Secretary of Labor,W. Willard Wirtz,Wirtz,9/25/1963,11/22/1963,,,,Northern Illinois University; Beloit College (AB); Harvard University Law School (LLB),1,,,1,,,,,1,0,0,0,nr,nr,
594,Kennedy,Democrat,"Secretary of Health, Education, and Welfare",Abraham A. Ribicoff,Ribicoff,1/21/1961,7/13/1962,,,,New York University; University of Chicago (LLB),,,,1,,,,,1,0,0,0,nr,nr,
595,Kennedy,Democrat,"Secretary of Health, Education, and Welfare",Anthony J. Celebrezze,Celebrezze,7/20/1962,11/22/1963,,,,Cleveland State University; John Carroll University; Ohio Northern University (LLB),,,,1,,seaman,World War II,Navy,1,1,0,0,nr,nr,
596,Lyndon Johnson,Democrat,President,Lyndon B. Johnson,Johnson,11/22/1963,1/20/1969,,,,Texas State University (BS); Georgetown University Law School,1,,,,,cmdr.,1941-1948,Navy,1,0,0,0,eo,eo,
597,Lyndon Johnson,Democrat,Vice President,Hubert Humphrey,Humphrey,11/22/1963,1/20/1969,,,,"Capitol College of Pharmacy, Denver; University of Minnesota, Twin Cities (BA); Louisiana State University, Baton Rogue (MA)",1,1,,,,,,,1,0,0,0,eo,eo,
598,Lyndon Johnson,Democrat,Secretary of State,Dean Rusk,Rusk,11/22/1963,1/20/1969,,,,"Davidson College (BA); Oxford University (BS, MA); University of California, Berkeley Law School",2,1,,1,,infantry res. off.; col.,1931-1941; World War II,Army; Army,1,0,0,0,nr,nr,
599,Lyndon Johnson,Democrat,Secretary of the Treasury,C. Douglas Dillon,Dillon,11/22/1963,4/1/1965,,,,Harvard University (AB),1,,,,,,,,1,0,0,0,nr,nr,
600,Lyndon Johnson,Democrat,Secretary of the Treasury,Henry H. Fowler,Fowler,4/1/1965,12/20/1968,,,,"Roanoke College (BA); Yale University (LLB, JSD)",1,,,1,1,,,,1,0,0,0,nr,nr,
601,Lyndon Johnson,Democrat,Secretary of the Treasury,Joseph W. Barr,Barr,12/20/1968,1/20/1969,,,,DePauw University (AB); Harvard University (MA),1,1,,,,,,,1,0,0,0,nr,nr,
602,Lyndon Johnson,Democrat,Secretary of Defense,Robert S. McNamara,McNamara,11/22/1963,2/28/1968,,,,"University of California, Berkeley (AB); Harvard University (MBA)",1,1,,,,col.,World War II,Army,1,0,0,0,nr,nr,
603,Lyndon Johnson,Democrat,Secretary of Defense,Clark M. Clifford,Clifford,3/1/1968,1/20/1969,,,,"Washington University (BA, LLB)",1,,,1,,capt.,World War II,Navy,1,0,0,0,nr,nr,BA not listed in Sobel et al.
604,Lyndon Johnson,Democrat,Attorney General,Robert F. Kennedy,Kennedy,11/22/1963,9/3/1964,,,,Harvard University (BA); University of Virginia (LLB),1,,,1,,,,,1,0,0,0,pa,pa,
605,Lyndon Johnson,Democrat,Attorney General,Nicholas de B. Katzenbach,Katzenbach,9/3/1964,9/21/1966,,,,Princeton University (BA); Yale University Law School (LLB); Oxford University,1,,,1,,"navigator, army air corps",World War II,Army,1,0,0,0,nr,nr,
606,Lyndon Johnson,Democrat,Attorney General,Ramsey Clark,Clark,9/21/1966,1/20/1969,,,,"University of Texas, Austin (BA); University of Chicago (MA, JD)",1,1,,1,,cpl.,1945-1946,Marines,1,0,0,0,nr,nr,
607,Lyndon Johnson,Democrat,Postmaster General,John A. Gronouski Jr.,Gronouski,11/22/1963,9/1/1965,,,,"University of Wisconsin, Madison (BA, MA, PHD)",1,1,,,1,1st lt.,World War II,Army,1,0,0,0,nr,nr,
608,Lyndon Johnson,Democrat,Postmaster General,Lawrence F. O'Brien,O'Brien,9/1/1965,4/10/1968,,,,Western New England University (LLB),,,,1,,sgt.,World War II,Army,1,0,0,0,nr,nr,
609,Lyndon Johnson,Democrat,Postmaster General,W. Marvin Watson,Watson,4/10/1968,1/20/1969,,,,"Baylor University (BA, MA)",1,1,,,,sgt.,World War II,Marines,1,0,0,0,nr,nr,
610,Lyndon Johnson,Democrat,Secretary of the Interior,Stewart L. Udall,Udall,11/22/1963,1/20/1969,,,,University of Arizona (LLB),,,,1,,"gunner, army air corps",World War II,Army,1,0,0,0,nr,nr,
611,Lyndon Johnson,Democrat,Secretary of Agriculture,Orville L. Freeman,Freeman,11/22/1963,1/20/1969,,,,"University of Minnesota (BA, LLB)",1,,,1,,maj.,World War II,Marines,1,0,0,0,nr,nr,
612,Lyndon Johnson,Democrat,Secretary of Commerce,Luther H. Hodges,Hodges,11/22/1963,1/18/1965,,,,"University of North Carolina, Chapel Hill (BA)",1,,,,,2d lt.,1919,Army,1,0,0,0,nr,nr,
613,Lyndon Johnson,Democrat,Secretary of Commerce,John T. Connor,Connor,1/18/1965,1/18/1967,,,,Syracuse University (AB); Harvard University Law School (JD),1,,,1,,2d lt.,World War II,Marines,1,0,0,0,nr,nr,
614,Lyndon Johnson,Democrat,Secretary of Commerce,A. B. Trowbridge,Trowbridge,1/18/1967,3/6/1968,,,,Princeton University (AB),1,,,,,2d lt.,Korean War,Marines,1,0,0,0,nr,nr,
615,Lyndon Johnson,Democrat,Secretary of Commerce,C. R. Smith,Smith,3/6/1968,1/20/1969,,,,University of Texas,,,,,,maj. gen.,World War II,Army,1,0,0,0,nr,nr,
616,Lyndon Johnson,Democrat,Secretary of Labor,W. Willard Wirtz,Wirtz,11/22/1963,1/20/1969,,,,Northern Illinois University; Beloit College (AB); Harvard University Law School (LLB),1,,,1,,,,,1,0,0,0,pa,pa,
617,Lyndon Johnson,Democrat,"Secretary of Health, Education, and Welfare",Anthony J. Celebrezze,Celebrezze,11/22/1963,8/17/1965,,,,Cleveland State University; John Carroll University; Ohio Northern University (LLB),1,,,1,,seaman,World War II,Navy,1,1,0,0,nr,nr,
618,Lyndon Johnson,Democrat,"Secretary of Health, Education, and Welfare",John W. Gardner,Gardner,8/17/1965,1/25/1968,,,,"Stanford University (BA, MA); University of California, Berkeley (PHD) ",1,1,,,1,capt.,World War II,Marines,1,0,0,0,nr,nr,
619,Lyndon Johnson,Democrat,"Secretary of Health, Education, and Welfare",Wilbur J. Cohen,Cohen,1/25/1968,1/20/1969,,,,"University of Wisconsin, Madison (PHB)",1,,,,,,,,1,0,0,0,nr,nr,
620,Lyndon Johnson,Democrat,Secretary of Housing and Urban Development,Robert C. Weaver,Weaver,1/17/1966,12/1/1968,,,,"Harvard University (BS, MA, PHD)",1,1,,,1,,,,1,0,1,0,nr,nr,Listed as BA in Sobel et al.
621,Lyndon Johnson,Democrat,Secretary of Housing and Urban Development,Robert C. Wood,Wood,1/9/1969,1/12/1967,,,,"Princeton University (AB); Harvard University (MA, MBA, PHD)",1,2,,,1,gen.,World War II,Army,1,0,0,0,nr,nr,
622,Lyndon Johnson,Democrat,Secretary of Transportation,Alan S. Boyd,Boyd,1/12/1967,1/20/1969,,,,University of Virginia Law School (LLB),,,,1,,maj.,World War II,Army,1,0,0,0,nr,nr,
623,Richard Nixon,Republican,President,Richard Nixon,Nixon,1/20/1969,8/8/1974,,,,Whittier College (BA); Duke University (JD),1,,,1,,lt. (jg),World War II,Navy,1,0,0,0,eo,eo,
624,Richard Nixon,Republican,Vice President,Spiro Agnew,Agnew,1/20/1969,1/20/1973,,1,Tax fraud stemming from bribery charges,Johns Hopkins University (BA); University of Baltimore (JD),1,,,1,,co. combat cmdr,World War II,Army,1,0,0,0,eo,eo,Only the JD is listed in Sobel et al.
625,Richard Nixon,Republican,Vice President,Gerald Ford,Ford,1/20/1973,8/8/1974,1,,"Chief of Staff conspiracy, obstruction of justice, and perjury","University of Michigan, Ann Arbor (AB); Yale University (LLB)",1,,,1,,lt. cmdr.,1942-1946,Navy,1,0,0,0,eo,eo,
626,Richard Nixon,Republican,Secretary of State,William P. Rogers,Rogers,1/21/1969,9/3/1973,,,,Colgate University (AB); Cornell University Law School (LLB),1,,,1,,lt. cmdr.,World War II,Navy,1,0,0,0,nr,nr,
627,Richard Nixon,Republican,Secretary of State,Henry A. Kissinger,Kissinger,9/22/1973,8/8/1974,,,,"City College of New York; Harvard University (AB, MA, PHD)",1,1,,,1,st. sgt.,1943-1946,Army,1,1,0,0,78,7,
628,Richard Nixon,Republican,Secretary of the Treasury,David M. Kennedy,Kennedy,1/21/1969,2/8/1971,,,,"Weber State University (BA); George Washington University (MA, LLB); Rutgers University (grad.)",1,2,,1,,,,,1,0,0,0,nr,nr,
629,Richard Nixon,Republican,Secretary of the Treasury,John B. Connally,Connally,2/8/1971,6/8/1972,,,,"University of Texas, Austin (BA, LLB)",1,,,1,,"en., res.",World War II,Navy,1,0,0,0,nr,nr,Listed as JD with no BA in Sobel et al.
630,Richard Nixon,Republican,Secretary of the Treasury,George P. Shultz,Shultz,6/8/1972,5/8/1974,,,,Princeton University (BA); Massachusetts Institute of Technology (PHD),1,,,,1,capt.,World War II,Marines,1,0,0,0,83,0,"Listed as ""Schultz"" in CRS_1985_GOV_0034"
631,Richard Nixon,Republican,Secretary of the Treasury,William E. Simon,Simon,5/8/1974,8/8/1974,,,,Lafayette College (BA),1,,,,,n.a.,1946-1948,Army,1,0,0,0,nr,nr,
632,Richard Nixon,Republican,Secretary of Defense,Melvin R. Laird,Laird,1/22/1969,1/30/1973,,,,Carleton College (BA); University of Wisconsin Law School,1,,,,,n.a.,World War II,Navy,1,0,0,0,nr,nr,
633,Richard Nixon,Republican,Secretary of Defense,Elliot L. Richardson,Richardson,1/30/1973,5/24/1973,,,,"Harvard University (AB, LLB)",1,,,1,,1st lt.,World War II,Army,1,0,0,0,81,1,
634,Richard Nixon,Republican,Secretary of Defense,James R. Schlesinger,Schlesinger,7/2/1973,8/8/1974,,,,"Harvard University (AB, AM, PHD)",1,1,,,1,,,,1,0,0,0,91,0,
635,Richard Nixon,Republican,Attorney General,John N. Mitchell,Mitchell,1/21/1969,2/15/1972,1,1,Convicted of perjury,Fordham University (LLB),,,,1,,cmdr.,World War II,Navy,1,0,0,0,nr,nr,
636,Richard Nixon,Republican,Attorney General,Richard G. Kleindienst,Kleindienst,6/12/1972,4/20/1973,,1,"Convicted of ""refusing to answer questions""","Harvard University (AB, LLB)",1,,,1,,lt.,World War II,Army,1,0,0,0,64,19,One senator voted present
637,Richard Nixon,Republican,Attorney General,Elliot L. Richardson,Richardson,5/24/1973,10/20/1973,,,,"Harvard University (AB, LLB)",1,,,1,,1st lt.,World War II,Army,1,0,0,0,81,1,
638,Richard Nixon,Republican,Attorney General,William B. Saxbe,Saxbe,1/4/1974,8/8/1974,,,,"Ohio State University (AB, LLB)",1,,,1,,n.a.,World War II,Army,1,0,0,0,nr,nr,
639,Richard Nixon,Republican,Postmaster General,William M. Blount,Blount,1/21/1969,7/1/1971,,,,University of Alabama,,,,,,lt.,World War II,Army,1,0,0,0,nr,nr,Referred to as Winton rather than William in Sobel et al.
640,Richard Nixon,Republican,Secretary of the Interior,Walter J. Hickel,Hickel,1/21/1969,11/25/1970,,,,high school,,,,,,,,,1,0,0,0,73,16,
641,Richard Nixon,Republican,Secretary of the Interior,Rogers C. B. Morton,Morton,1/28/1971,8/8/1974,,,,Yale University (AB); Columbia University,1,,,,,capt.,World War II,Army,1,0,0,0,nr,nr,
642,Richard Nixon,Republican,Secretary of Agriculture,Clifford M. Hardin,Hardin,1/21/1969,11/17/1971,,,,"Purdue University (BA, MA, PHD); Michigan State University",1,1,,,1,,,,1,0,0,0,nr,nr,
643,Richard Nixon,Republican,Secretary of Agriculture,Earl L. Butz,Butz,12/2/1971,8/8/1974,,,,"Purdue University (BA, PHD)",1,,,,1,,,,1,0,0,0,51,44,
644,Richard Nixon,Republican,Secretary of Commerce,Maurice H. Stans,Stans,1/21/1969,1/27/1972,,1,Violating the reporting sections of the Federal Election Campaign Act,Northwestern University; Columbia University,,,,,,,,,1,0,0,0,nr,nr,
645,Richard Nixon,Republican,Secretary of Commerce,Peter G. Peterson,Peterson,1/27/1972,1/18/1973,,,,Northwestern University (BS); University of Chicago (MBA),1,1,,,,,,,1,0,0,0,nr,nr,
646,Richard Nixon,Republican,Secretary of Commerce,Frederick B. Dent,Dent,1/18/1973,8/8/1974,,,,Yale University (BA),1,,,,,n.a.,1943-1946,Navy,1,0,0,0,nr,nr,
647,Richard Nixon,Republican,Secretary of Labor,George P. Shultz,Shultz,1/21/1969,7/1/1970,,,,Princeton University (BA); Massachusetts Institute of Technology (PHD),1,,,,1,capt.,World War II,Marines,1,0,0,0,83,0,"Listed as ""Schultz"" in CRS_1985_GOV_0034"
648,Richard Nixon,Republican,Secretary of Labor,James D. Hodgson,Hodgson,7/1/1970,2/1/1973,,,,"University of Minnesota (AB); University of California, Los Angeles",1,,,,,intell. ofcr.,World War II,Navy,1,0,0,0,nr,nr,
649,Richard Nixon,Republican,Secretary of Labor,Peter J. Brennan,Brennan,2/1/1973,8/8/1974,,,,City College of New York (BS),1,,,,,lt. comdr.,1943-1953,Navy,1,0,0,0,81,3,B.S. degree in business administration not listed in Sobel et al.
650,Richard Nixon,Republican,"Secretary of Health, Education, and Welfare",Robert H. Finch,Finch,1/21/1969,6/9/1970,,,,Occidental College (BA); University of Southern California (JD),1,,,1,,1st lt.; 1st lt.,World War II; Korean War,Marines; Marines,1,0,0,0,nr,nr,
651,Richard Nixon,Republican,"Secretary of Health, Education, and Welfare",Elliot L. Richardson,Richardson,6/9/1970,1/29/1973,,,,"Harvard University (AB, LLB)",1,,,1,,1st lt.,World War II,Army,1,0,0,0,81,1,One senator voted present
652,Richard Nixon,Republican,"Secretary of Health, Education, and Welfare",Caspar W. Weinberger,Weinberger,2/8/1973,8/8/1974,,,,"Harvard University (AB, LLB)",1,,,1,,capt.,World War II,Army,1,0,0,0,61,10,
653,Richard Nixon,Republican,Secretary of Housing and Urban Development,George Romney,Romney,1/21/1969,2/2/1973,,,,Latter-day Saints University; University of Utah; George Washington University,,,,,,,,,1,0,0,0,nr,nr,
654,Richard Nixon,Republican,Secretary of Housing and Urban Development,James T. Lynn,Lynn,2/2/1973,8/8/1974,,,,Case Western Reserve University (BA); Harvard University (LLB),1,,,1,,ETM 2nd cl.,1945-1946,Navy,1,0,0,0,nr,nr,Confirmed on division vote
655,Richard Nixon,Republican,Secretary of Transportation,John A. Volpe,Volpe,1/21/1969,1/18/1973,,,,Wentworth Institute of Technology (BS),1,,,,,lt.,World War II,Navy,1,0,0,0,nr,nr,
656,Richard Nixon,Republican,Secretary of Transportation,Claude S. Brinegar,Brinegar,1/18/1973,8/8/1974,,,,"Stanford University (BA, MS, PHD)",1,1,,,1,n.a.,1945-1947,Air Force,1,0,0,0,nr,nr,M.S. in Mathematics and Statistics listed as MA in Sobel et al.
657,Richard Nixon,Republican,Director of the Office of Management and Budget,Roy L. Ash,Ash,2/2/1973,8/8/1974,,,,Harvard University (MBA),,1,,,,capt.,World War II,Army,1,0,0,0,nr,nr,
658,Ford,Republican,President,Gerald Ford,Ford,8/8/1974,1/20/1977,,,,"University of Michigan, Ann Arbor (AB); Yale University (LLB)",1,,,1,,lt. cmdr.,1942-1946,Navy,1,0,0,0,eo,eo,
659,Ford,Republican,Vice President,Nelson Rockefeller,Rockefeller,8/8/1974,1/20/1977,,,,Dartmouth College (AB),1,,,,,,,,1,0,0,0,eo,eo,
660,Ford,Republican,Secretary of State,Henry A. Kissinger,Kissinger,8/8/1974,1/20/1977,,,,"City College of New York; Harvard University (AB, MA, PHD)",1,1,,,1,st. sgt.,1943-1946,Army,1,1,0,0,78,7,
661,Ford,Republican,Secretary of the Treasury,William E. Simon,Simon,8/8/1974,1/20/1977,,,,Lafayette College (BA),1,,,,,n.a.,1946-1948,Army,1,0,0,0,nr,nr,
662,Ford,Republican,Secretary of Defense,James R. Schlesinger,Schlesinger,8/8/1974,11/20/1975,,,,"Harvard University (AB, AM, PHD)",1,1,,,1,,,,1,0,0,0,pa,pa,
663,Ford,Republican,Secretary of Defense,Donald H. Rumsfeld,Rumsfeld,11/20/1975,1/20/1977,,,,Princeton University (AB),1,,,,,lt. (jg),1954-1957,Navy,1,0,0,0,95,2,
664,Ford,Republican,Attorney General,William B. Saxbe,Saxbe,8/8/1974,2/2/1975,,,,"Ohio State University (AB, LLB)",1,,,1,,n.a.,World War II,Army,1,0,0,0,nr,nr,
665,Ford,Republican,Attorney General,Edward H. Levi,Levi,2/6/1975,1/20/1977,,,,"University of Chicago (PHB, JD); Yale University Law School (JSD)",1,,,1,1,,,,1,0,0,0,nr,nr,
666,Ford,Republican,Secretary of the Interior,Rogers C. B. Morton,Morton,8/8/1974,4/30/1975,,,,Yale University (AB); Columbia University,1,,,,,capt.,World War II,Army,1,0,0,0,nr,nr,
667,Ford,Republican,Secretary of the Interior,Stanley K. Hathaway,Hathaway,6/11/1975,9/9/1975,,,,"University of Wyoming; University of Nebraska, Lincoln (AB, LLB)",1,,,1,,n.a.,1943-1945,Army,1,0,0,0,60,36,
