Key,Administration,Party,Department,Name,LastName,ServiceStart,ServiceEnd,DeptScandalFlag,ScandalFlag,ScandalDesc,EduDesc,Bachelors,Masters,MD,Law,Doctorate,MilitaryService,MilitaryDatesServed,MilitaryBranch,Gender,ForeignBorn,Minority,DiedOffice,SenateVotesFor,SenateVotesAgainst,NotesDiscrepancies
104,Jackson,Democrat,Attorney General,Roger B. Taney,Taney,7/20/1831,9/23/1833,,,,Dickinson College (BA),1,,,1,,,,,1,0,0,0,nr,nr,
105,Jackson,Democrat,Attorney General,Benjamin F. Butler,Butler,11/18/1833,3/3/1837,,,,Colby College,1,,,1,,,,,1,0,0,0,nr,nr,Listed as 1834 in CRS_1985_GOV_0034; Colby College not listed in Sobel et al.
106,Jackson,Democrat,Secretary of the Navy,John Branch,Branch,3/9/1829,5/12/1831,,,,"University of North Carolina, Chapel Hill (grad.)",1,,,,,,,,1,0,0,0,nr,nr,
107,Jackson,Democrat,Secretary of the Navy,Levi Woodbury,Woodbury,5/23/1831,6/30/1834,,,,Dartmouth College (BA); Litchfield Law School,1,,,1,,,,,1,0,0,0,nr,nr,
108,Jackson,Democrat,Secretary of the Navy,Mahlon Dickerson,Dickerson,6/30/1834,3/3/1837,,,,Princeton University (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
109,Jackson,Democrat,Postmaster General,William T. Barry,Barry,3/4/1829,5/1/1835,,,,Transylvania University (grad.); William and Mary College,1,,,1,,ADC,War of 1812,Army,1,0,0,0,nr,nr,
110,Jackson,Democrat,Postmaster General,Amos Kendall,Kendall,5/1/1835,3/3/1837,,,,Dartmouth College (grad.),1,,,1,,,,,1,0,0,0,25,7,
111,Van Buren,Democrat,President,Martin Van Buren,Van Buren,3/4/1837,3/3/1841,,,,read law,,,,1,,,,,1,0,0,0,eo,eo,
112,Van Buren,Democrat,Vice President,Richard Mentor Johnson,Johnson,3/4/1837,3/3/1841,,,,Transylvania University,,,,1,,col.,War of 1812,Army,1,0,0,0,eo,eo,
113,Van Buren,Democrat,Secretary of State,John Forsyth,Forsyth,3/4/1837,3/3/1841,,,,Princeton University (grad.),1,,,1,,,,,1,0,0,0,pa,pa,"Princeton not listed in Sobel et al., but confirmed in Biographical Directory of the United States Congress"
114,Van Buren,Democrat,Secretary of the Treasury,Levi Woodbury,Woodbury,3/4/1837,3/3/1841,,,,Dartmouth College (BA); Litchfield Law School,1,,,1,,,,,1,0,0,0,pa,pa,
115,Van Buren,Democrat,Secretary of War,Joel R. Poinsett,Poinsett,3/14/1837,3/3/1841,,,,"St. Paul's School, Scotland; Woolwich Military Academy (England)",,,1,,,,,,1,0,0,0,nr,nr,
116,Van Buren,Democrat,Attorney General,Benjamin F. Butler,Butler,3/4/1837,7/5/1838,,,,Colby College,1,,,1,,,,,1,0,0,0,pa,pa,Colby College not listed in Sobel et al.
117,Van Buren,Democrat,Attorney General,Felix Grundy,Grundy,9/1/1838,1/11/1840,,,,read law,,,,1,,,,,1,0,0,0,nr,nr,
118,Van Buren,Democrat,Attorney General,Henry D. Gilpin,Gilpin,1/11/1840,3/3/1841,,,,University of Pennsylvania (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
119,Van Buren,Democrat,Postmaster General,Amos Kendall,Kendall,3/4/1837,5/19/1840,,,,Dartmouth College (grad.),1,,,1,,,,,1,0,0,0,pa,pa,
120,Van Buren,Democrat,Postmaster General,John M. Niles,Niles,5/26/1840,3/3/1841,,,,read law,,,,1,,,,,1,0,0,0,nr,nr,
121,Van Buren,Democrat,Secretary of the Navy,Mahlon Dickerson,Dickerson,3/4/1837,6/25/1838,,,,Princeton University (grad.),1,,,1,,,,,1,0,0,0,pa,pa,
122,Van Buren,Democrat,Secretary of the Navy,James K. Paulding,Paulding,7/1/1838,3/3/1841,,,,no college,,,,,,,,,1,0,0,0,nr,nr,
123,William Henry Harrison,Whig,President,William Henry Harrison,Harrison,3/4/1841,4/4/1841,,,,Hampden–Sydney College; University of Pennsylvania,,,,,,maj. gen.;maj. gen.,1791-1798; 1811-1814,Army; Army,1,0,0,0,eo,eo,
124,William Henry Harrison,Whig,Vice President,John Tyler,Tyler,3/4/1841,4/4/1841,,,,College of William and Mary (grad.),1,,,1,,,,,1,0,0,0,eo,eo,
125,William Henry Harrison,Whig,Secretary of State,Daniel Webster,Webster,3/4/1841,4/4/1841,,,,Dartmouth College (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
126,William Henry Harrison,Whig,Secretary of the Treasury,Thomas Ewing,Ewing,3/4/1841,4/4/1841,,,,Ohio University (BA),1,,,1,,,,,1,0,0,0,nr,nr,
127,William Henry Harrison,Whig,Secretary of War,John Bell,Bell,3/4/1841,4/4/1841,,,,University of Nashville (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
128,William Henry Harrison,Whig,Attorney General,John J. Crittenden,Crittenden,3/4/1841,4/4/1841,,,,Washington and Lee University; College of William and Mary (BA),1,,,1,,ADC,War of 1812,Army,1,0,0,0,nr,nr,
129,William Henry Harrison,Whig,Postmaster General,Francis Granger,Granger,3/4/1841,4/4/1841,,,,Yale University (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
130,William Henry Harrison,Whig,Secretary of the Navy,George E. Badger,Badger,3/4/1841,4/4/1841,,,,Yale University,,,,1,,maj.,1814-1816,Militia/National Guard,1,0,0,0,nr,nr,
131,Tyler,Whig,President,John Tyler,Tyler,6/4/1841,3/3/1845,,,,College of William and Mary (grad.),1,,,1,,,,,1,0,0,0,eo,eo,
132,Tyler,Whig,Secretary of State,Daniel Webster,Webster,6/4/1841,5/8/1843,,,,Dartmouth College (grad.),1,,,1,,,,,1,0,0,0,pa,pa,
133,Tyler,Whig,Secretary of State,Abel P. Upshur,Upshur,7/24/1843,2/28/1844,,,,Yale University; Princeton University,,,,1,,,,,1,0,0,1,nr,nr,
134,Tyler,Whig,Secretary of State,John C. Calhoun,Calhoun,4/1/1844,3/3/1845,,,,Yale University (grad.); Litchfield Law School (law deg.),1,,,1,,,,,1,0,0,0,nr,nr,
135,Tyler,Whig,Secretary of the Treasury,Thomas Ewing,Ewing,6/4/1841,9/13/1841,,,,Ohio University (BA),1,,,1,,,,,1,0,0,0,pa,pa,
136,Tyler,Whig,Secretary of the Treasury,Walter Forward,Forward,9/13/1841,3/1/1843,,,,read law,,,,1,,,,,1,0,0,0,nr,nr,
137,Tyler,Whig,Secretary of the Treasury,John C. Spencer,Spencer,3/8/1843,5/2/1844,,,,Williams College; Union College (BA),1,,,1,,brigade judge advocate,War of 1812,Army,1,0,0,0,22,20,
138,Tyler,Whig,Secretary of the Treasury,George M. Bibb,Bibb,7/4/1844,3/3/1845,,,,Hampden–Sydney College; College of William and Mary (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
139,Tyler,Whig,Secretary of War,John Bell,Bell,6/4/1841,9/12/1841,,,,University of Nashville (grad.),1,,,1,,,,,1,0,0,0,pa,pa,
140,Tyler,Whig,Secretary of War,John C. Spencer,Spencer,9/12/1841,3/8/1843,,,,Williams College; Union College (BA),1,,,1,,brigade judge advocate,War of 1812,Army,1,0,0,0,22,20,
141,Tyler,Whig,Secretary of War,James M. Porter,Porter,3/8/1843,2/15/1844,,,,read law,,,,1,,2nd lt.; col.,War of 1812; War of 1812,Militia/National Guard; Army,1,0,0,0,nr,nr,
142,Tyler,Whig,Secretary of War,William Wilkins,Wilkins,2/20/1844,3/3/1845,,,,Dickinson College (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
143,Tyler,Whig,Attorney General,John J. Crittenden,Crittenden,6/4/1841,9/13/1841,,,,Washington and Lee University; College of William and Mary (BA),1,,,1,,ADC,War of 1812,Army,1,0,0,0,pa,pa,
144,Tyler,Whig,Attorney General,Hugh S. Legaré,Legaré,9/20/1841,6/20/1843,,,,University of South Carolina (grad.),1,,,1,,,,,1,0,0,1,nr,nr,
145,Tyler,Whig,Attorney General,John Nelson,Nelson,7/1/1843,3/3/1845,,,,College of William and Mary (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
146,Tyler,Whig,Postmaster General,Francis Granger,Granger,6/4/1841,9/13/1841,,,,Yale University (grad.),1,,,1,,,,,1,0,0,0,pa,pa,
147,Tyler,Whig,Postmaster General,Charles A. Wickliffe,Wickliffe,10/13/1841,3/3/1845,,,,read law,1,,,1,,,,,1,0,0,0,nr,nr,
148,Tyler,Whig,Secretary of the Navy,George E. Badger,Badger,6/4/1841,9/11/1841,,,,Yale University,,,,1,,maj.,1814-1816,Militia/National Guard,1,0,0,0,pa,pa,
149,Tyler,Whig,Secretary of the Navy,Abel P. Upshur,Upshur,10/11/1841,6/24/1843,,,,Yale University; Princeton University,,,,1,,,,,1,0,0,0,nr,nr,
150,Tyler,Whig,Secretary of the Navy,David Henshaw,Henshaw,7/24/1843,2/15/1844,,,,no college,,,,,,,,,1,0,0,0,nr,nr,
151,Tyler,Whig,Secretary of the Navy,Thomas W. Gilmer,Gilmer,2/19/1844,2/28/1844,,,,read law,,,,1,,,,,1,0,0,1,nr,nr,
152,Tyler,Whig,Secretary of the Navy,John Y. Mason,Mason,3/26/1844,3/3/1845,,,,"University of North Carolina, Chapel Hill (grad.); Tapping Reeve Law School",1,,,1,,,,,1,0,0,0,nr,nr,
153,Polk,Democrat,President,James K. Polk,Polk,3/4/1845,3/3/1849,,,,"University of North Carolina, Chapel Hill (BA)",1,,,1,,,,,1,0,0,0,eo,eo,
154,Polk,Democrat,Vice President,George M. Dallas,Dallas,3/4/1845,3/3/1849,,,,Princeton University (grad.),1,,,1,,,,,1,0,0,0,eo,eo,
155,Polk,Democrat,Secretary of State,James Buchanan,Buchanan,3/10/1845,3/3/1849,,,,Dickinson College (grad.),1,,,1,,n.a.,War of 1812,Army,1,0,0,0,nr,nr,
156,Polk,Democrat,Secretary of the Treasury,Robert J. Walker,Walker,3/6/1845,3/3/1849,,,,University of Pennsylvania (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
157,Polk,Democrat,Secretary of War,William L. Marcy,Marcy,3/8/1845,3/3/1849,,,,Brown University (grad.),1,,,1,,adj. gen.; adj. gen.,War of 1812; 1821,Army; Militia/National Guard,1,0,0,0,nr,nr,
158,Polk,Democrat,Attorney General,John Y. Mason,Mason,3/11/1845,10/17/1846,,,,"University of North Carolina, Chapel Hill (grad.); Tapping Reeve Law School",1,,,1,,,,,1,0,0,0,nr,nr,
159,Polk,Democrat,Attorney General,Nathan Clifford,Clifford,10/17/1846,3/18/1848,,,,read law,,,,1,,,,,1,0,0,0,nr,nr,
160,Polk,Democrat,Attorney General,Isaac Toucey,Toucey,6/29/1848,3/3/1849,,,,read law,1,,,1,,,,,1,0,0,0,nr,nr,
161,Polk,Democrat,Postmaster General,Cave Johnson,Johnson,3/6/1845,3/3/1849,,,,University of Nashville,,,,,,,,,1,0,0,0,nr,nr,
162,Polk,Democrat,Secretary of the Navy,George Bancroft,Bancroft,3/10/1845,9/9/1846,,,,Harvard University (grad.); University of Göttingen (PHD),1,,,,1,,,,1,0,0,0,nr,nr,
163,Polk,Democrat,Secretary of the Navy,John Y. Mason,Mason,9/9/1846,3/3/1849,,,,"University of North Carolina, Chapel Hill (grad.); Tapping Reeve Law School",1,,,1,,,,,1,0,0,0,nr,nr,
164,Taylor,Whig,President,Zachary Taylor,Taylor,3/4/1849,7/9/1850,,,,no college,,,,,,maj. gen.,1806-1849,Army,1,0,0,0,eo,eo,
165,Taylor,Whig,Vice President,Millard Fillmore,Fillmore,3/4/1849,7/9/1850,,,,read law,,,,1,,cmdr. Home Guard,Civil War,Militia/National Guard,1,0,0,0,eo,eo,
166,Taylor,Whig,Secretary of State,John M. Clayton,Clayton,3/7/1849,7/9/1850,,,,Yale University (grad.); Litchfield Law School,1,,,1,,,,,1,0,0,0,nr,nr,
167,Taylor,Whig,Secretary of the Treasury,William M. Meredith,Meredith,3/8/1849,7/9/1850,,1,Galphin Affair,University of Pennsylvania (BA),1,,,1,,,,,1,0,0,0,nr,nr,
168,Taylor,Whig,Secretary of War,George W. Crawford,Crawford,3/14/1849,7/9/1850,,1,Galphin Affair,Princeton University (grad.); Franklin College of Arts and Sciences,1,,,1,,,,,1,0,0,0,nr,nr,
169,Taylor,Whig,Attorney General,Reverdy Johnson,Johnson,3/8/1849,7/9/1850,,1,Galphin Affair,St. John's College (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
170,Taylor,Whig,Postmaster General,Jacob Collamer,Collamer,3/8/1849,7/9/1850,,,,University of Vermont (grad.),1,,,1,,lt.,War of 1812,Militia/National Guard,1,0,0,0,nr,nr,
171,Taylor,Whig,Secretary of the Navy,William B. Preston,Preston,3/8/1849,7/9/1850,,,,Hampden–Sydney College; University of Virginia,1,,,1,,,,,1,0,0,0,nr,nr,Hampden-Syndey College incorrectly listed as Coll. of William and Mary in Sobel et al.
172,Taylor,Whig,Secretary of the Interior,Thomas Ewing,Ewing,3/8/1849,7/9/1850,,,,Ohio University (BA),1,,,1,,,,,1,0,0,0,nr,nr,
173,Fillmore,Whig,President,Millard Fillmore,Fillmore,7/10/1850,3/3/1853,,,,read law,,,,1,,cmdr. Home Guard,Civil War,Militia/National Guard,1,0,0,0,eo,eo,
174,Fillmore,Whig,Secretary of State,John M. Clayton,Clayton,7/10/1850,7/22/1850,,,,Yale University (grad.); Litchfield Law School,1,,,1,,,,,1,0,0,0,pa,pa,
175,Fillmore,Whig,Secretary of State,Daniel Webster,Webster,7/23/1850,10/24/1852,,,,Dartmouth College (grad.),1,,,1,,,,,1,0,0,1,nr,nr,
176,Fillmore,Whig,Secretary of State,Edward Everett,Everett,11/6/1852,3/3/1853,,,,Harvard University (grad.); studied theology independently,1,1,,,1,,,,1,0,0,0,nr,nr,
177,Fillmore,Whig,Secretary of the Treasury,William M. Meredith,Meredith,7/10/1850,7/23/1850,,1,Galphin Affair,University of Pennsylvania (BA),1,,,1,,,,,1,0,0,0,pa,pa,
178,Fillmore,Whig,Secretary of the Treasury,Thomas Corwin,Corwin,7/23/1850,3/3/1853,,,,read law,,,,1,,,,,1,0,0,0,nr,nr,
179,Fillmore,Whig,Secretary of War,George W. Crawford,Crawford,7/10/1850,7/23/1850,,1,Galphin Affair,Princeton University (grad.); Franklin College of Arts and Sciences,1,,,1,,,,,1,0,0,0,pa,pa,
180,Fillmore,Whig,Secretary of War,Charles M. Conrad,Conrad,8/15/1850,3/3/1853,,,,read law,,,,1,,,,,1,0,0,0,nr,nr,
181,Fillmore,Whig,Attorney General,Reverdy Johnson,Johnson,7/10/1850,7/22/1850,,1,Galphin Affair,St. John's College (grad.),1,,,1,,,,,1,0,0,0,pa,pa,
182,Fillmore,Whig,Attorney General,John J. Crittenden,Crittenden,8/14/1850,3/3/1853,,,,Washington and Lee University; College of William and Mary (BA),1,,,1,,ADC,War of 1812,Army,1,0,0,0,nr,nr,
183,Fillmore,Whig,Postmaster General,Jacob Collamer,Collamer,7/10/1850,7/23/1850,,,,University of Vermont (grad.),1,,,1,,lt.,War of 1812,Militia/National Guard,1,0,0,0,pa,pa,
184,Fillmore,Whig,Postmaster General,Nathan K. Hall,Hall,7/23/1850,8/31/1852,,,,read law,,,,1,,,,,1,0,0,0,nr,nr,
185,Fillmore,Whig,Postmaster General,Samuel D. Hubbard,Hubbard,9/14/1852,3/3/1853,,,,Yale University (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
186,Fillmore,Whig,Secretary of the Navy,William B. Preston,Preston,7/10/1850,7/23/1850,,,,Hampden–Sydney College; University of Virginia,1,,,1,,,,,1,0,0,0,pa,pa,Hampden-Syndey College incorrectly listed as Coll. of William and Mary in Sobel et al.
187,Fillmore,Whig,Secretary of the Navy,William A. Graham,Graham,8/2/1850,7/22/1852,,,,"University of North Carolina, Chapel Hill (grad.)",1,,,1,,,,,1,0,0,0,nr,nr,
188,Fillmore,Whig,Secretary of the Navy,John P. Kennedy,Kennedy,7/26/1852,3/3/1853,,,,Baltimore College (grad.),,,,1,,n.a.,War of 1812,Army,1,0,0,0,nr,nr,
189,Fillmore,Whig,Secretary of the Interior,Thomas Ewing,Ewing,7/10/1850,7/23/1850,,,,Ohio University (BA),1,,,1,,,,,1,0,0,0,pa,pa,
190,Fillmore,Whig,Secretary of the Interior,Thomas M. T. McKennan,McKennan,8/15/1850,8/23/1850,,,,Washington & Jefferson College (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
191,Fillmore,Whig,Secretary of the Interior,Alex. H. H. Stuart,Stuart,9/16/1850,3/3/1853,,,,College of William and Mary; University of Virginia (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
192,Pierce,Democrat,President,Franklin Pierce,Pierce,3/4/1853,3/3/1857,,,,Bowdoin College (BA); Northampton Law School,1,,,1,,brig. gen.,1846-1848,Army,1,0,0,0,eo,eo,Northampton Law School not mentioned in Sobel et al.
193,Pierce,Democrat,Vice President,William R. King,King,3/7/1853,3/3/1857,,,,"University of North Carolina, Chapel Hill (grad.)",1,,,1,,,,,1,0,0,0,eo,eo,
194,Pierce,Democrat,Secretary of State,William L. Marcy,Marcy,3/7/1853,3/3/1857,,,,Brown University (grad.),1,,,1,,adj. gen.; adj. gen.,War of 1812; 1821,Army; Militia/National Guard,1,0,0,0,nr,nr,
195,Pierce,Democrat,Secretary of the Treasury,James Guthrie,Guthrie,3/7/1853,3/3/1857,,,,read law,,,,1,,,,,1,0,0,0,nr,nr,
196,Pierce,Democrat,Secretary of War,Jefferson Davis,Davis,3/7/1853,3/3/1857,,,,United States Military Academy (grad.),1,,,,,col.; col.,1828-1835; Mexican War,Army; Army,1,0,0,0,nr,nr,
197,Pierce,Democrat,Attorney General,Caleb Cushing,Cushing,3/7/1853,3/3/1857,,,,Harvard University (grad.),1,,,1,,brig. gen.,Mexican War,Army,1,0,0,0,nr,nr,
198,Pierce,Democrat,Postmaster General,James Campbell,Campbell,3/7/1853,3/3/1857,,,,read law,,,,1,,,,,1,0,0,0,nr,nr,
199,Pierce,Democrat,Secretary of the Navy,James C. Dobbin,Dobbin,3/7/1853,3/3/1857,,,,"University of North Carolina, Chapel Hill (grad.)",1,,,1,,,,,1,0,0,0,nr,nr,
200,Pierce,Democrat,Secretary of the Interior,Robert McClelland,McClelland,3/7/1853,3/3/1857,,,,Dickinson College (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
201,Buchanan,Democrat,President,James Buchanan,Buchanan,3/4/1857,3/3/1861,,,,Dickinson College (grad.),1,,,1,,n.a.,War of 1812,Army,1,0,0,0,nr,nr,
202,Buchanan,Democrat,Vice President,John C. Breckinridge,Breckinridge,3/4/1857,3/3/1861,,,,Centre College (grad.); Princeton University; Transylvania University,1,,,1,,maj.,Mexican War,Army,1,0,0,0,eo,eo,
203,Buchanan,Democrat,Secretary of State,Lewis Cass,Cass,3/6/1857,12/15/1860,,,,read law,,,,1,,brig. gen.,War of 1812,Army,1,0,0,0,nr,nr,
204,Buchanan,Democrat,Secretary of State,William Hunter,Hunter,12/15/1860,12/17/1860,,,,Brown University (grad.),1,,,1,,,,,1,0,0,0,acting,acting,"William G. Goddard, ""Biographical Notices of Early Graduates at Brown University,"" The American Quarterly RegisterII (May, 1839): 4."
205,Buchanan,Democrat,Secretary of State,Jeremiah S. Black,Black,12/17/1850,3/3/1861,,,,read law,,,,1,,,,,1,0,0,0,nr,nr,
206,Buchanan,Democrat,Secretary of the Treasury,Howell Cobb,Cobb,3/6/1857,12/10/1860,,,,University of Georgia (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
207,Buchanan,Democrat,Secretary of the Treasury,Philip F. Thomas,Thomas,12/12/1860,1/11/1861,,,,Dickinson College (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
208,Buchanan,Democrat,Secretary of the Treasury,John A. Dix,Dix,1/15/1861,3/3/1861,,,,read law,,,,1,,maj.; maj. gen.,War of 1812; Civil War,Army;Army,1,0,0,0,nr,nr,
209,Buchanan,Democrat,Secretary of War,John B. Floyd,Floyd,3/6/1857,1/1/1861,,,,South Carolina College (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
210,Buchanan,Democrat,Secretary of War,Joseph Holt,Holt,1/1/1861,3/3/1861,,,,St. Joesph's College; Centre College,,,,1,,,,,1,0,0,0,38,13,
211,Buchanan,Democrat,Attorney General,Jeremiah S. Black,Black,3/11/1857,12/20/1860,,,,read law,,,,1,,,,,1,0,0,0,nr,nr,
212,Buchanan,Democrat,Attorney General,Edwin M. Stanton,Stanton,12/22/1860,3/3/1861,,,,Kenyon College,,,,1,,,,,1,0,0,0,nr,nr,
213,Buchanan,Democrat,Postmaster General,Aaron V. Brown,Brown,3/6/1857,3/8/1859,,,,University of North Carolina (grad.),1,,,1,,,,,1,0,0,1,nr,nr,
214,Buchanan,Democrat,Postmaster General,Joseph Holt,Holt,3/14/1859,1/1/1861,,,,St. Joesph's College; Centre College,,,,1,,,,,1,0,0,0,nr,nr,
215,Buchanan,Democrat,Postmaster General,Horatio King,King,1/1/1861,3/3/1861,,,,no college,,,,1,,,,,1,0,0,0,nr,nr,
216,Buchanan,Democrat,Secretary of the Navy,Isaac Toucey,Toucey,3/6/1857,3/3/1861,,,,read law,,,,1,,,,,1,0,0,0,nr,nr,
217,Buchanan,Democrat,Secretary of the Interior,Jacob Thompson,Thompson,3/10/1857,1/8/1861,,,,University of North Carolina (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
218,Lincoln,Republican,President,Abraham Lincoln,Lincoln,3/4/1861,4/15/1865,,,,read law,,,,1,,capt.,1832,Militia/National Guard,1,0,0,0,eo,eo,
219,Lincoln,Republican,Vice President,Hannibal Hamlin,Hamlin,3/4/1861,3/3/1865,,,,read law,,,,1,,,,,1,0,0,0,eo,eo,
220,Lincoln,Republican,Vice President,Andrew Johnson,Johnson,3/4/1865,4/15/1865,,1,Impeached for violating the Tenure of Office Act,no college,,,,,,,,,1,0,0,0,eo,eo,
221,Lincoln,Republican,Secretary of State,William H. Seward,Seward,3/5/1861,4/15/1865,,,,Union College (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
222,Lincoln,Republican,Secretary of the Treasury,Salmon P. Chase,Chase,3/7/1861,7/1/1864,,,,Dartmouth College (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
223,Lincoln,Republican,Secretary of the Treasury,William P. Fessenden,Fessenden,7/5/1864,3/3/1865,,,,Bowdoin College (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
224,Lincoln,Republican,Secretary of the Treasury,Hugh McCulloch,McCulloch,3/9/1865,4/15/1865,,,,Bowdoin College,,,,1,,,,,1,0,0,0,nr,nr,
225,Lincoln,Republican,Secretary of War,Simon Cameron,Cameron,3/11/1861,1/15/1862,,1,Corruption,no college,,,,,,,,,1,0,0,0,nr,nr,
226,Lincoln,Republican,Secretary of War,Edwin M. Stanton,Stanton,1/20/1862,4/15/1865,,,,Kenyon College,,,,1,,,,,1,0,0,0,38,2,
227,Lincoln,Republican,Attorney General,Edward Bates,Bates,3/5/1861,12/2/1864,,,,read law,,,,1,,sgt.,War of 1812,Army,1,0,0,0,40,5,
228,Lincoln,Republican,Attorney General,James Speed,Speed,12/5/1864,4/15/1865,,,,St. Joseph's College; Transylvania University,,,,1,,,,,1,0,0,0,nr,nr,
229,Lincoln,Republican,Postmaster General,Montgomery Blair,Blair,3/9/1861,9/24/1864,,,,United States Military Academy (grad.),1,,,1,,lt.,1835-1836,Army,1,0,0,0,41,4,
230,Lincoln,Republican,Postmaster General,William Dennison,Dennison,10/1/1864,4/15/1865,,,,Miami University (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
231,Lincoln,Republican,Secretary of the Navy,Gideon Welles,Welles,3/7/1861,4/15/1865,,,,"American Academy, Norwich",,,,1,,,,,1,0,0,0,nr,nr,
232,Lincoln,Republican,Secretary of the Interior,Caleb B. Smith,Smith,3/5/1861,1/1/1863,,,,Cincinnati College; Miami University,,,,1,,,,,1,0,0,0,nr,nr,
233,Lincoln,Republican,Secretary of the Interior,John P. Usher,Usher,1/1/1863,4/15/1865,,,,read law,,,,1,,,,,1,0,0,0,nr,nr,
234,Andrew Johnson,National Union,President,Andrew Johnson,Johnson,4/15/1865,3/3/1869,,,,no college,,,,,,,,,1,0,0,0,eo,eo,
235,Andrew Johnson,National Union,Secretary of State,William H. Seward,Seward,4/15/1865,3/3/1869,,,,Union College (grad.),1,,,1,,,,,1,0,0,0,pa,pa,
236,Andrew Johnson,National Union,Secretary of the Treasury,Hugh McCulloch,McCulloch,4/15/1865,3/3/1869,,,,Bowdoin College,,,,1,,,,,1,0,0,0,pa,pa,
237,Andrew Johnson,National Union,Secretary of War,Edwin M. Stanton,Stanton,4/15/1865,8/12/1867,,,,Kenyon College,,,,1,,,,,1,0,0,0,pa,pa,
238,Andrew Johnson,National Union,Secretary of War,Ulysses S. Grant,Grant,8/12/1867,2/21/1868,,,,United States Military Academy (grad.),1,,,,,general of the army; general of the army,1843-1854; 1861-1867,Army; Army,1,0,0,0,acting,acting,Never confirmed by the Senate
239,Andrew Johnson,National Union,Secretary of War,Lorenzo Thomas,Thomas,2/21/1868,5/28/1868,,,,United States Military Academy (grad.),1,,,,,bvt. maj. gen.,Civil War,Army,1,0,0,0,acting,acting,
240,Andrew Johnson,National Union,Secretary of War,John M. Schofield,Schofield,5/28/1868,3/3/1869,,,,United States Military Academy (grad.),1,,,,,maj. gen.,Civil War,Army,1,0,0,0,35,2,
241,Andrew Johnson,National Union,Attorney General,James Speed,Speed,4/15/1865,7/17/1866,,,,St. Joseph's College; Transylvania University,,,,1,,,,,1,0,0,0,pa,pa,
242,Andrew Johnson,National Union,Attorney General,Henry Stanbery,Stanbery,7/23/1866,3/13/1868,,,,Washington & Jefferson College (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
243,Andrew Johnson,National Union,Attorney General,William M. Evarts,Evarts,7/20/1868,3/3/1869,,,,"Yale University (BA, MA); Harvard University Law School",1,1,,1,,,,,1,0,0,0,27,7,Difficult to find evidence of MA listed in Sobel et al.
244,Andrew Johnson,National Union,Postmaster General,William Dennison,Dennison,4/15/1865,7/17/1866,,,,Miami University (grad.),1,,,1,,,,,1,0,0,0,pa,pa,
245,Andrew Johnson,National Union,Postmaster General,Alexander W. Randall,Randall,7/17/1866,3/3/1869,,,,read law,,,,1,,,,,1,0,0,0,35,5,
246,Andrew Johnson,National Union,Secretary of the Navy,Gideon Welles,Welles,4/15/1865,3/3/1869,,,,"American Academy, Norwich",,,,1,,,,,1,0,0,0,pa,pa,
247,Andrew Johnson,National Union,Secretary of the Interior,John P. Usher,Usher,4/15/1865,5/15/1865,,,,read law,,,,1,,,,,1,0,0,0,pa,pa,
248,Andrew Johnson,National Union,Secretary of the Interior,James Harlan,Harlan,5/15/2865,7/27/1866,,,,Indiana Asbury University (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
249,Andrew Johnson,National Union,Secretary of the Interior,Orville H. Browning,Browning,9/1/1866,3/3/1869,,,,Augusta College,1,,,1,,n.a.,1832,Army,1,0,0,0,nr,nr,
250,Grant,Republican,President,Ulysses S. Grant,Grant,3/4/1869,3/3/1877,,,,United States Military Academy (grad.),1,,,,,general of the army; general of the army,1843-1854; 1861-1867,Army; Army,1,0,0,0,eo,eo,
251,Grant,Republican,Vice President,Schuyler Colfax,Colfax,3/4/1869,3/3/1873,,,,no college,,,,,,,,,1,0,0,0,eo,eo,
252,Grant,Republican,Vice President,Henry Wilson,Wilson,3/4/1873,3/3/1877,,,,no college,,,,,,,,,1,0,0,0,eo,eo,
253,Grant,Republican,Secretary of State,Elihu B. Washburne,Washburne,3/5/1869,3/16/1869,,,,Harvard University Law School,,,,1,,,,,1,0,0,0,nr,nr,Harvard not listed in Sobel et al.
